Source.Name,Column1
corona_work_depression11.csv,確かに多少なりとも鬱やメンタル面の不調を言い訳を使っている人はいるでしょうが、基本マジメな人ほど鬱病になりやすいものと感じました。
corona_work_depression11.csv,"コロナに対するしっかりとした対策ができるまでは出社と在宅を上手く使い分け会社、社員ともにWin-Winな働き方を確立してもらえるとありがたいですね。"""
corona_work_depression11.csv,知り合いが出社に戻ったのに家が遠いからコロナに感染するのが怖いから在宅したいと会社に申し出ててほとんどみんな出社しているらしいのに在宅を貫いていた。
corona_work_depression11.csv,その人も出社時間が無駄！と声高々に言っていた。
corona_work_depression11.csv,でも会社の書類の印刷をコンビニでしていたりカフェに居座って画面丸出しで仕事してたらコンプライアンス的になんだか危ない人だなと思った。
corona_work_depression11.csv,"もし在宅がスタンダードになると会社は社員のモラルや情報漏洩にも気をつけないといけないですね。"""
corona_work_depression11.csv,通勤でメンタルやられるくらいなら申し訳ないが最初から都会の会社に就職しなきゃ良かったじゃんとしか言えない。
corona_work_depression11.csv,ステイタスや給与が魅力だからその企業に入ったんでしょ。
corona_work_depression11.csv,その仕事がどうしてもやりたくて就職したのに通勤が嫌なら家賃か部屋の狭さを我慢して会社の近くに住めばいい。
corona_work_depression11.csv,"そうでなければ田舎に移住してスローライフをやった方が心身ともに健康だよ。"""
corona_work_depression11.csv,元々出社していたでしょ?の話し。
corona_work_depression11.csv,在宅勤務の気楽さを知ってしまったから戻りたくないだけの事のように思います。
corona_work_depression11.csv,どうしても出社が嫌なら、在宅勤務可能の企業に転職するしかないでしょう。
corona_work_depression11.csv,"在宅勤務だと業務が成立しない部署もあり、可能な部署だけ在宅勤務にすると不公平感が増すので一律全部署出社にするのは理解出来ますよ。"""
corona_work_depression11.csv,在宅ワークからスタートした新入社員に、明日から会社に出勤して来て頂戴は現在の若者にはキツイかな。zoomなどで話していると思うけど、いざ対面で話すとオーラが出ているから蹲って話せなくなる。
corona_work_depression11.csv,若い人達はパソコン能力はあるが、これが若い人の欠点。
corona_work_depression11.csv,"技術力も大切だが、以前の会社でメンタルを崩されました。って言われたら嫌だから、在宅ワークをやらせる前に営業か、人との交わる話しを多くする課に数ヶ月勤務させた方がいいよ。"""
corona_work_depression11.csv,ハイブリッドが一番楽だし充実してると感じる
corona_work_depression11.csv,重い案件かかえてて少し心細いときは、敢えて出社して他の人に相談してみたりもするし職場の仲良い人と雑談したりするのも楽しい
corona_work_depression11.csv,
corona_work_depression11.csv,"資格の勉強もしているので、在宅勤務の日は勉強の時間がしっかりとれる"""
corona_work_depression11.csv,在宅勤務から職場に戻ってきた人の中に、ダメになってる人が何人がいる。
corona_work_depression11.csv,集中力が持たなくて席に座っていられず、15分毎に席を離れて休憩したり、実際の作業も今まで家から職場に出社している人に「あれやっといて」「これお願い」で仕事が済んでいたので、オフィスにいるのに近くの席の後輩に電話して頼んでるような状態。
corona_work_depression11.csv,理由を聞くとやり方を忘れたとのことだが、どう見ても面倒くさくなってしまっている。
corona_work_depression11.csv,朝もギリギリ（若干遅刻）で出社して、午後3時を過ぎると、もう次の仕事には手を付けず、休憩に入る。
corona_work_depression11.csv,
corona_work_depression11.csv,今まではウェブ会議に参加して日程通りに仕事をしていれば良かったが、その日程も本人に進捗を確認して、遅れているようならリスケをしていたので…
corona_work_depression11.csv,"在宅勤務の人たちが、仕事のペースを落として楽をしていたのを気が付かなかったのが悪いのだが、一部の人ではあるが、出社が嫌になって、辞めると言い出すだろうなと、思ってる。"""
corona_work_depression12.csv,comment
corona_work_depression12.csv,＞「4月から毎日出社するように」と急に言われても生活リズムがつかめませんし当然、先輩や上司とのコミュニケーションがうまく取れない。
corona_work_depression12.csv,
corona_work_depression12.csv,夏休み明けの子供か……って感じですね。
corona_work_depression12.csv,出社しだせば1週間もあればリズムくらいつかめるでしょ。
corona_work_depression12.csv,コミュニケーションにしても、コミュ障でも無ければ同様。
corona_work_depression12.csv,
corona_work_depression12.csv,＞一方で出社すると、口答で挨拶や雑談をしたうえで、ようやく業務上の内容をめぐる会話が行われます。
corona_work_depression12.csv,
corona_work_depression12.csv,何らかの根回しがしたくて話を持っていってるとかなら別だけど、通常業務上の用事があって話しかけるのに、雑談から会話を始める、なんて事は無いですから。
corona_work_depression12.csv,
corona_work_depression12.csv,相手の時間奪ってるのに長々と関係の無い話してくるようなのは相手にしたく無いですし。
corona_work_depression12.csv,雑談は雑談として行うけど、業務上の用事があるなら、さっさと要件を言え、ですよ。
corona_work_depression12.csv,
corona_work_depression12.csv,"後、挨拶くらいで気疲れしてたら社会生活やっていけないと思います。"""
corona_work_depression12.csv,月の半分が在宅ワーク。出勤時のメークや満員電車から解放されるのは良かったです。でも、電気代、水道代が去年より跳ね上がりましたね。まあ、値上げもあるんですけど。こちらは勤続年数も長いし事務職なので良いんですが、新入社員はキツイんじゃないかなぁ。社内事、なんにも知らないし。とりあえず与えられた仕事だけこなすって感じで。職種によっては退職者続出にもなりかねない。
corona_work_depression12.csv,在宅の方が生産性が高いと思っています。
corona_work_depression12.csv,出勤の疲れがなく、睡眠時間が長く取れ頭が冴えています。
corona_work_depression12.csv,パソコンを操作する仕事なので、出勤すると、前後左右の人の視線や、くしゃみなどの仕草や音、この時期は匂いが気になるので、そのせいで集中が途切れてしまうことがありますが、テレワークだとそれがないですしね。
corona_work_depression12.csv,"今のご時世、ずっとテレワークで良いのに、面着をすすめて出社や出張を促すような人は、いかがなものでしょうか。。。"""
corona_work_depression12.csv,週2回の出社だけなのに、「今日出社する必要ありませんでしたね」と、結果的にそうだった日でも吐き捨てて帰る若手社員がいました。
corona_work_depression12.csv,
corona_work_depression12.csv,週3のハイブリッドになると、出社日だけ体調不良で休むようになりました。
corona_work_depression12.csv,
corona_work_depression12.csv,結局退職するそうですが、採用時に期待していた程度のスキルがあった訳ではなかったので、やめて貰えて良かったです。。
corona_work_depression12.csv,
corona_work_depression12.csv,"不満だけは並べる若手、どうにかならんものですかね。。"""
corona_work_depression12.csv,何でも急ハンドルを切るのは危険ですね。人によっては変化に対するストレスがすごくあります。コロナ急拡大の時は準備期間なんて言ってられず仕方なかったが、戻す時は段階的にする配慮あってもいいんじゃんしでしょうか。それでも駄目な人がいたら、正直そこまで会社は面倒見切れないでしょう。
corona_work_depression12.csv,在宅勤務はコロナ対策ではない。これからの新しいワークスタイルである。都内の一極集中、高額な支出が伴う事務所の所有・管理、無駄な通勤時間・経費等、もっとメリットとデメリットを考えて欲しい。
corona_work_depression12.csv,要は楽を知ってしまったからでしょ？
corona_work_depression12.csv,でも会社側がいろんな側面から出社を決めた以上、いくら嫌でも給料欲しければ行くしかない。
corona_work_depression12.csv,"在宅でもできるのにと言うけど、仕事っていうのは繋がってるものだからね。個人完結できるような仕事じゃない限り、必ず出社してる誰かがフォローしてくれてるもんだよ。"""
corona_work_depression12.csv,在宅の方が楽だし、さぼってる人も多い。楽な方に流れる人ほど普通の生活にもどれないと思う。
corona_work_depression12.csv,コミニュケーションもとれなくなって、引きこもりがちな社員を多くかかえる事になったら企業はこれから大変かも。情報漏洩も増える。
corona_work_depression12.csv,リモートの社員がいると、仕事も進みにくいし、会議もいちいちその人の為にリモート繋ぐの面倒。。。
corona_work_depression12.csv,そもそもまだリモートしてる理由なに？
corona_work_depression12.csv,"私は昨年から通常勤務しているけど、自分も社内もコロナはいない。"""
corona_work_depression12.csv,例えば9時始業で、リモートであることをいいことに8時50分頃まで寝て、パジャマで業務開始なんていう人もいるみたいだし、そういう人は、いざ出社しろと言われると、週1でもたぶんきついんだろう。メンタルにまで影響が及ぶような人は、在宅でも基本余り生活スタイルを大きく変えずに仕事をした方がいいよ。
corona_work_depression12.csv,在宅にしてハッキリ二極化しましたね
corona_work_depression12.csv,在宅でも結果がだせる人
corona_work_depression12.csv,能力があったのにパフォーマンス低下した方
corona_work_depression12.csv,ほんとに難しいです
corona_work_depression12.csv,在宅ワーク中心にするには早すぎると感じました
corona_work_depression12.csv,労務条件が緩和されれば在宅でも良いと思います
corona_work_depression12.csv,在宅によって優秀な人材が集まるのか？
corona_work_depression12.csv,出社させることにより人材が離れていくのか？
corona_work_depression12.csv,"迷うことばかりです"""
corona_work_depression13.csv,comment
corona_work_depression13.csv,満員電車や長時間通勤がストレスならば、職場の近くに引っ越すなり、地方へ転職するなどして下さい。
corona_work_depression13.csv,"どうしたって出社してる人に、業務の負担がかかってきます。仕事してると、どうしても担当の線引きができない事ってありますよ。表向きは感じ良く対応してますが、内心は自分の仕事だけ集中できて楽で良いよね、と思います。そりゃあ、テレワークしてた人は、出社したくないでしょう。"""
corona_work_depression13.csv,反論は多いと思うけど、なに甘えた事言ってんの？と思う。
corona_work_depression13.csv,私はサービス業に従事しており、コロナ禍初期に世の中こぞって自粛に入った頃には職場は休業となり長期間にわたって無職状態だった。
corona_work_depression13.csv,夫も職種は違えどサービス業で、そちらは幸い営業を続けることができたので夫婦揃って無収入にはならずに済んだがいくつもの感染ピークを越えて社会がかなり落ち着いてくるまでずっと不安な日々だった。
corona_work_depression13.csv,そんな中、リモートで働けているひと握りの人たちは本当に恵まれているなぁと思っていた。
corona_work_depression13.csv,「おうち時間」なんていう言葉も生まれ、リモート民たちはこの非日常を楽しんですらいた。
corona_work_depression13.csv,私のように休まざるを得なかった人や、現場に出て行かなければ物理的に回らない職種の人たちは、おうち時間を謳歌できる人々を尻目に不自由を感じながらこの2年半を生きてきた。
corona_work_depression13.csv,"ぶっちゃけコロナ前の働き方に戻るだけなのに何言ってんだと思うよ。"""
corona_work_depression13.csv,在宅勤務で成果が出せる、出社より効率良く働ける人は、自分に厳しくちゃんとコントロールできる人だなと感じる。私も在宅メインだけど、人の目がないと怠けてしまうし効率も下がったなと感じることが多い。サボった分は自己責任でカバーしているけれど。自分に甘々です…。
corona_work_depression13.csv,事務仕事なのに、来客の対応や郵便物受け取りがあるがため、在宅ワークで楽している他のスタッフたちを横目に、コロナ前と何ら変わらず、感染リスクを背負いながらずっと出社してきた。出社している数少ないスタッフが、在宅ワークしているスタッフにリモートコントロールされて仕事をフォローすことも多々あった。そんな立場から言わせてもらうと、「出社が恐怖でメンタルやられる」なんて甘いこと言っちゃってふざけるなというのか心情。
corona_work_depression13.csv,基本的には出勤して、仕事をするのが基本だと考えます。
corona_work_depression13.csv,
corona_work_depression13.csv,職場の皆さんとのコミュニケーションはもちろん、対面来客対応など出来得る限り顔が見える仕事をしながらも、ストレス解消の為に
corona_work_depression13.csv,離島や山間部など避暑地に出張所を設けて、2、3ヶ月サイクルでテレワーク&リフレッシュ
corona_work_depression13.csv,業務は如何なものでしょうか。
corona_work_depression13.csv,
corona_work_depression13.csv,
corona_work_depression13.csv,全てがリモートワークになれば、出勤や営業の為の公共交通機関利用率が減り、逆に、赤字経営になり困る事業所も出てくるのでは無いでしょうか。
corona_work_depression13.csv,
corona_work_depression13.csv,"バス、電車の運行回数が減れば、そのツケは自分達に回って来ないだろうか。"""
corona_work_depression13.csv,デスクワークや書類づくりなど、一人のほうがはかどる仕事や情報共有のオンライン会議などをまとめて週3日在宅、残りは議論や客先訪問など2日を出社しています。
corona_work_depression13.csv,といっても、出社2日のうちオフィスにいるのは3 時間位で残りは外出で出先で仕事してます。
corona_work_depression13.csv,時間の使い方に無駄がなくなったし、効率もよいです。
corona_work_depression13.csv,
corona_work_depression13.csv,でも会社にいない時間は働いてないと思うオッサンが多くていやです。（わたしもおっさんですが。）
corona_work_depression13.csv,
corona_work_depression13.csv,"いまだに出社が正義と思う人が多いですねぇ。"""
corona_work_depression13.csv,オフィスでの仕事が苦なのではなく、通勤の時間とストレスがいかに無駄で体力を使っていたかということ。
corona_work_depression13.csv,都会の無駄な通勤時間を解決してくれるならどちらでもいい。
corona_work_depression13.csv,"そもそも仕事は効率的に結果が出るのが一番良い。通勤という時間に生産性はない。"""
corona_work_depression13.csv,"そろそろ、出社組と在宅組の""生産性""を""数値化""しないとね♪"
corona_work_depression13.csv,
corona_work_depression13.csv,どっちが楽・難しいとか関係なく、
corona_work_depression13.csv,⇒生産性の高い方がそれだけ稼ぐんだから、給与が出て当然でしょう
corona_work_depression13.csv,
corona_work_depression13.csv,単純に、生産性の差を掛け算した給与を提示して
corona_work_depression13.csv,・・・さて、どっちがいいですか？
corona_work_depression13.csv,って話では？？
corona_work_depression13.csv,
corona_work_depression13.csv,
corona_work_depression13.csv,
corona_work_depression13.csv,"頑張ってる・工夫してる・チャレンジが、、、等、一切関係ないと思います♪"""
corona_work_depression13.csv,一律出社でいいだろう。
corona_work_depression13.csv,人の考え方、感じ方は千差万別。向いてる人もいれば全然ダメな人もいる。
corona_work_depression13.csv,でも、そんなことをいちいち会社から対応するなんて現実的に無理。
corona_work_depression13.csv,通勤が嫌なら通勤がない会社で働くかフリーランスになるか「個人」で考える。
corona_work_depression13.csv,出社することでメンタルやられるとか、もはや働けないでしょう。というか生きていけない。そんな人が生き残るために金使うから、本来生き残れる人たちの生活が厳しくなる。
corona_work_depression13.csv,我慢できない、我慢を知らない、精神力を保つことを知らない人が多いと、集団は崩壊するよね。
corona_work_depression13.csv,"過ぎたるは猶及ばざるが如し。根性論は大嫌いだけど、もやしメンタル保護も大嫌い。"""
corona_work_depression13.csv,在宅が良いなら、在宅できる会社に行けばよい。しかし、会社の制度は不変でないので注意も必要。
corona_work_depression13.csv,"フリーでできるに能力があれば毎日、永遠に在宅が可になるので自分次第なのではないのかな。将来への不安を抱えつつフリーで在宅を続けるほうがメンタルしんどい気もするが。"""
corona_work_depression14.csv,comment
corona_work_depression14.csv,例えば9時始業で、リモートであることをいいことに8時50分頃まで寝て、パジャマで業務開始なんていう人もいるみたいだし、そういう人は、いざ出社しろと言われると、週1でもたぶんきついんだろう。メンタルにまで影響が及ぶような人は、在宅でも基本余り生活スタイルを大きく変えずに仕事をした方がいいよ。
corona_work_depression14.csv,職種によるだろうし、
corona_work_depression14.csv,ゼロかヒャクかで判断できるような内容でもない。
corona_work_depression14.csv,性格的な向き不向きもあるだろうし。
corona_work_depression14.csv,
corona_work_depression14.csv,それぞれが論理的に決定できていれば、どうでも良い内容。
corona_work_depression14.csv,
corona_work_depression14.csv,
corona_work_depression14.csv,"でも大抵のホワイトワーカーは、「出社と在宅の組み合わせ」が最適解なんだろうなーと思う。"""
corona_work_depression14.csv,在宅にしてハッキリ二極化しましたね
corona_work_depression14.csv,在宅でも結果がだせる人
corona_work_depression14.csv,能力があったのにパフォーマンス低下した方
corona_work_depression14.csv,ほんとに難しいです
corona_work_depression14.csv,在宅ワーク中心にするには早すぎると感じました
corona_work_depression14.csv,労務条件が緩和されれば在宅でも良いと思います
corona_work_depression14.csv,在宅によって優秀な人材が集まるのか？
corona_work_depression14.csv,出社させることにより人材が離れていくのか？
corona_work_depression14.csv,"迷うことばかりです"""
corona_work_depression14.csv,満員電車や長時間通勤がストレスならば、職場の近くに引っ越すなり、地方へ転職するなどして下さい。
corona_work_depression14.csv,"どうしたって出社してる人に、業務の負担がかかってきます。仕事してると、どうしても担当の線引きができない事ってありますよ。表向きは感じ良く対応してますが、内心は自分の仕事だけ集中できて楽で良いよね、と思います。そりゃあ、テレワークしてた人は、出社したくないでしょう。"""
corona_work_depression14.csv,コロナ禍で働き方改革が一気に進んだと言える
corona_work_depression14.csv,通勤圏内に住まないといけないということもなくなった
corona_work_depression14.csv,ＩＴ化も進んだ
corona_work_depression14.csv,ただ、振り返り、さらなる改革の進化が必要なのかもしれない
corona_work_depression14.csv,"単純にコロナ禍が落ち着いてきたから全員出社は、時代に逆行していると思います！"""
